scenario,experiment,Global_CCS_Cost,Colombia_Bldg_ShellApplianceEff,Colombia_Population,Colombia_Nuclear,Colombia_GDP,Global_RenewableElecTechCost,Colombia_RPS,Global_EV_Bus,Colombia_IndustrialEff
DDP_XL,257,w/o CCS,Low,Low,Normal,Low,Low,Low,Low,High
DDP_XL,258,w/o CCS,Low,Low,Normal,Low,Low,Low,High,Low
DDP_XL,259,w/o CCS,Low,Low,Normal,Low,Low,Low,High,High
DDP_XL,260,w/o CCS,Low,Low,Normal,Low,Low,High,Low,Low
DDP_XL,261,w/o CCS,Low,Low,Normal,Low,Low,High,Low,High
DDP_XL,262,w/o CCS,Low,Low,Normal,Low,Low,High,High,Low
DDP_XL,263,w/o CCS,Low,Low,Normal,Low,Low,High,High,High
DDP_XL,264,w/o CCS,Low,Low,Normal,Low,High,Low,Low,Low
DDP_XL,265,w/o CCS,Low,Low,Normal,Low,High,Low,Low,High
DDP_XL,266,w/o CCS,Low,Low,Normal,Low,High,Low,High,Low
DDP_XL,267,w/o CCS,Low,Low,Normal,Low,High,Low,High,High
DDP_XL,268,w/o CCS,Low,Low,Normal,Low,High,High,Low,Low
DDP_XL,269,w/o CCS,Low,Low,Normal,Low,High,High,Low,High
DDP_XL,270,w/o CCS,Low,Low,Normal,Low,High,High,High,Low
DDP_XL,271,w/o CCS,Low,Low,Normal,Low,High,High,High,High
DDP_XL,272,w/o CCS,Low,Low,Normal,High,Low,Low,Low,Low
DDP_XL,273,w/o CCS,Low,Low,Normal,High,Low,Low,Low,High
DDP_XL,274,w/o CCS,Low,Low,Normal,High,Low,Low,High,Low
DDP_XL,275,w/o CCS,Low,Low,Normal,High,Low,Low,High,High
DDP_XL,276,w/o CCS,Low,Low,Normal,High,Low,High,Low,Low
DDP_XL,277,w/o CCS,Low,Low,Normal,High,Low,High,Low,High
DDP_XL,278,w/o CCS,Low,Low,Normal,High,Low,High,High,Low
DDP_XL,279,w/o CCS,Low,Low,Normal,High,Low,High,High,High
DDP_XL,280,w/o CCS,Low,Low,Normal,High,High,Low,Low,Low
DDP_XL,281,w/o CCS,Low,Low,Normal,High,High,Low,Low,High
DDP_XL,282,w/o CCS,Low,Low,Normal,High,High,Low,High,Low
DDP_XL,283,w/o CCS,Low,Low,Normal,High,High,Low,High,High
DDP_XL,284,w/o CCS,Low,Low,Normal,High,High,High,Low,Low
DDP_XL,285,w/o CCS,Low,Low,Normal,High,High,High,Low,High
DDP_XL,286,w/o CCS,Low,Low,Normal,High,High,High,High,Low
DDP_XL,287,w/o CCS,Low,Low,Normal,High,High,High,High,High
DDP_XL,288,w/o CCS,Low,Low,Zero,Low,Low,Low,Low,Low
DDP_XL,289,w/o CCS,Low,Low,Zero,Low,Low,Low,Low,High
DDP_XL,290,w/o CCS,Low,Low,Zero,Low,Low,Low,High,Low
DDP_XL,291,w/o CCS,Low,Low,Zero,Low,Low,Low,High,High
DDP_XL,292,w/o CCS,Low,Low,Zero,Low,Low,High,Low,Low
DDP_XL,293,w/o CCS,Low,Low,Zero,Low,Low,High,Low,High
DDP_XL,294,w/o CCS,Low,Low,Zero,Low,Low,High,High,Low
DDP_XL,295,w/o CCS,Low,Low,Zero,Low,Low,High,High,High
DDP_XL,296,w/o CCS,Low,Low,Zero,Low,High,Low,Low,Low
DDP_XL,297,w/o CCS,Low,Low,Zero,Low,High,Low,Low,High
DDP_XL,298,w/o CCS,Low,Low,Zero,Low,High,Low,High,Low
DDP_XL,299,w/o CCS,Low,Low,Zero,Low,High,Low,High,High
DDP_XL,300,w/o CCS,Low,Low,Zero,Low,High,High,Low,Low
DDP_XL,301,w/o CCS,Low,Low,Zero,Low,High,High,Low,High
DDP_XL,302,w/o CCS,Low,Low,Zero,Low,High,High,High,Low
DDP_XL,303,w/o CCS,Low,Low,Zero,Low,High,High,High,High
DDP_XL,304,w/o CCS,Low,Low,Zero,High,Low,Low,Low,Low
DDP_XL,305,w/o CCS,Low,Low,Zero,High,Low,Low,Low,High
DDP_XL,306,w/o CCS,Low,Low,Zero,High,Low,Low,High,Low
DDP_XL,307,w/o CCS,Low,Low,Zero,High,Low,Low,High,High
DDP_XL,308,w/o CCS,Low,Low,Zero,High,Low,High,Low,Low
DDP_XL,309,w/o CCS,Low,Low,Zero,High,Low,High,Low,High
DDP_XL,310,w/o CCS,Low,Low,Zero,High,Low,High,High,Low
DDP_XL,311,w/o CCS,Low,Low,Zero,High,Low,High,High,High
DDP_XL,312,w/o CCS,Low,Low,Zero,High,High,Low,Low,Low
DDP_XL,313,w/o CCS,Low,Low,Zero,High,High,Low,Low,High
DDP_XL,314,w/o CCS,Low,Low,Zero,High,High,Low,High,Low
DDP_XL,315,w/o CCS,Low,Low,Zero,High,High,Low,High,High
DDP_XL,316,w/o CCS,Low,Low,Zero,High,High,High,Low,Low
DDP_XL,317,w/o CCS,Low,Low,Zero,High,High,High,Low,High
DDP_XL,318,w/o CCS,Low,Low,Zero,High,High,High,High,Low
DDP_XL,319,w/o CCS,Low,Low,Zero,High,High,High,High,High
DDP_XL,320,w/o CCS,Low,High,Normal,Low,Low,Low,Low,Low
DDP_XL,321,w/o CCS,Low,High,Normal,Low,Low,Low,Low,High
DDP_XL,322,w/o CCS,Low,High,Normal,Low,Low,Low,High,Low
DDP_XL,323,w/o CCS,Low,High,Normal,Low,Low,Low,High,High
DDP_XL,324,w/o CCS,Low,High,Normal,Low,Low,High,Low,Low
DDP_XL,325,w/o CCS,Low,High,Normal,Low,Low,High,Low,High
DDP_XL,326,w/o CCS,Low,High,Normal,Low,Low,High,High,Low
DDP_XL,327,w/o CCS,Low,High,Normal,Low,Low,High,High,High
DDP_XL,328,w/o CCS,Low,High,Normal,Low,High,Low,Low,Low
DDP_XL,329,w/o CCS,Low,High,Normal,Low,High,Low,Low,High
DDP_XL,330,w/o CCS,Low,High,Normal,Low,High,Low,High,Low
DDP_XL,331,w/o CCS,Low,High,Normal,Low,High,Low,High,High
DDP_XL,332,w/o CCS,Low,High,Normal,Low,High,High,Low,Low
DDP_XL,333,w/o CCS,Low,High,Normal,Low,High,High,Low,High
DDP_XL,334,w/o CCS,Low,High,Normal,Low,High,High,High,Low
DDP_XL,335,w/o CCS,Low,High,Normal,Low,High,High,High,High
DDP_XL,336,w/o CCS,Low,High,Normal,High,Low,Low,Low,Low
DDP_XL,337,w/o CCS,Low,High,Normal,High,Low,Low,Low,High
DDP_XL,338,w/o CCS,Low,High,Normal,High,Low,Low,High,Low
DDP_XL,339,w/o CCS,Low,High,Normal,High,Low,Low,High,High
DDP_XL,340,w/o CCS,Low,High,Normal,High,Low,High,Low,Low
DDP_XL,341,w/o CCS,Low,High,Normal,High,Low,High,Low,High
DDP_XL,342,w/o CCS,Low,High,Normal,High,Low,High,High,Low
DDP_XL,343,w/o CCS,Low,High,Normal,High,Low,High,High,High
DDP_XL,344,w/o CCS,Low,High,Normal,High,High,Low,Low,Low
DDP_XL,345,w/o CCS,Low,High,Normal,High,High,Low,Low,High
DDP_XL,346,w/o CCS,Low,High,Normal,High,High,Low,High,Low
DDP_XL,347,w/o CCS,Low,High,Normal,High,High,Low,High,High
DDP_XL,348,w/o CCS,Low,High,Normal,High,High,High,Low,Low
DDP_XL,349,w/o CCS,Low,High,Normal,High,High,High,Low,High
DDP_XL,350,w/o CCS,Low,High,Normal,High,High,High,High,Low
DDP_XL,351,w/o CCS,Low,High,Normal,High,High,High,High,High
DDP_XL,352,w/o CCS,Low,High,Zero,Low,Low,Low,Low,Low
DDP_XL,353,w/o CCS,Low,High,Zero,Low,Low,Low,Low,High
DDP_XL,354,w/o CCS,Low,High,Zero,Low,Low,Low,High,Low
DDP_XL,355,w/o CCS,Low,High,Zero,Low,Low,Low,High,High
DDP_XL,356,w/o CCS,Low,High,Zero,Low,Low,High,Low,Low
DDP_XL,357,w/o CCS,Low,High,Zero,Low,Low,High,Low,High
DDP_XL,358,w/o CCS,Low,High,Zero,Low,Low,High,High,Low
DDP_XL,359,w/o CCS,Low,High,Zero,Low,Low,High,High,High
DDP_XL,360,w/o CCS,Low,High,Zero,Low,High,Low,Low,Low
DDP_XL,361,w/o CCS,Low,High,Zero,Low,High,Low,Low,High
DDP_XL,362,w/o CCS,Low,High,Zero,Low,High,Low,High,Low
DDP_XL,363,w/o CCS,Low,High,Zero,Low,High,Low,High,High
DDP_XL,364,w/o CCS,Low,High,Zero,Low,High,High,Low,Low
DDP_XL,365,w/o CCS,Low,High,Zero,Low,High,High,Low,High
DDP_XL,366,w/o CCS,Low,High,Zero,Low,High,High,High,Low
DDP_XL,367,w/o CCS,Low,High,Zero,Low,High,High,High,High
DDP_XL,368,w/o CCS,Low,High,Zero,High,Low,Low,Low,Low
DDP_XL,369,w/o CCS,Low,High,Zero,High,Low,Low,Low,High
DDP_XL,370,w/o CCS,Low,High,Zero,High,Low,Low,High,Low
DDP_XL,371,w/o CCS,Low,High,Zero,High,Low,Low,High,High
DDP_XL,372,w/o CCS,Low,High,Zero,High,Low,High,Low,Low
DDP_XL,373,w/o CCS,Low,High,Zero,High,Low,High,Low,High
DDP_XL,374,w/o CCS,Low,High,Zero,High,Low,High,High,Low
DDP_XL,375,w/o CCS,Low,High,Zero,High,Low,High,High,High
DDP_XL,376,w/o CCS,Low,High,Zero,High,High,Low,Low,Low
DDP_XL,377,w/o CCS,Low,High,Zero,High,High,Low,Low,High
DDP_XL,378,w/o CCS,Low,High,Zero,High,High,Low,High,Low
DDP_XL,379,w/o CCS,Low,High,Zero,High,High,Low,High,High
DDP_XL,380,w/o CCS,Low,High,Zero,High,High,High,Low,Low
DDP_XL,381,w/o CCS,Low,High,Zero,High,High,High,Low,High
DDP_XL,382,w/o CCS,Low,High,Zero,High,High,High,High,Low
DDP_XL,383,w/o CCS,Low,High,Zero,High,High,High,High,High
DDP_XL,384,w/o CCS,High,Low,Normal,Low,Low,Low,Low,Low
DDP_XL,385,w/o CCS,High,Low,Normal,Low,Low,Low,Low,High
DDP_XL,386,w/o CCS,High,Low,Normal,Low,Low,Low,High,Low
DDP_XL,387,w/o CCS,High,Low,Normal,Low,Low,Low,High,High
DDP_XL,388,w/o CCS,High,Low,Normal,Low,Low,High,Low,Low
DDP_XL,389,w/o CCS,High,Low,Normal,Low,Low,High,Low,High
DDP_XL,390,w/o CCS,High,Low,Normal,Low,Low,High,High,Low
DDP_XL,391,w/o CCS,High,Low,Normal,Low,Low,High,High,High
DDP_XL,392,w/o CCS,High,Low,Normal,Low,High,Low,Low,Low
DDP_XL,393,w/o CCS,High,Low,Normal,Low,High,Low,Low,High
DDP_XL,394,w/o CCS,High,Low,Normal,Low,High,Low,High,Low
DDP_XL,395,w/o CCS,High,Low,Normal,Low,High,Low,High,High
DDP_XL,396,w/o CCS,High,Low,Normal,Low,High,High,Low,Low
DDP_XL,397,w/o CCS,High,Low,Normal,Low,High,High,Low,High
DDP_XL,398,w/o CCS,High,Low,Normal,Low,High,High,High,Low
DDP_XL,399,w/o CCS,High,Low,Normal,Low,High,High,High,High
DDP_XL,400,w/o CCS,High,Low,Normal,High,Low,Low,Low,Low
DDP_XL,401,w/o CCS,High,Low,Normal,High,Low,Low,Low,High
DDP_XL,402,w/o CCS,High,Low,Normal,High,Low,Low,High,Low
DDP_XL,403,w/o CCS,High,Low,Normal,High,Low,Low,High,High
DDP_XL,404,w/o CCS,High,Low,Normal,High,Low,High,Low,Low
DDP_XL,405,w/o CCS,High,Low,Normal,High,Low,High,Low,High
DDP_XL,406,w/o CCS,High,Low,Normal,High,Low,High,High,Low
DDP_XL,407,w/o CCS,High,Low,Normal,High,Low,High,High,High
DDP_XL,408,w/o CCS,High,Low,Normal,High,High,Low,Low,Low
DDP_XL,409,w/o CCS,High,Low,Normal,High,High,Low,Low,High
DDP_XL,410,w/o CCS,High,Low,Normal,High,High,Low,High,Low
DDP_XL,411,w/o CCS,High,Low,Normal,High,High,Low,High,High
DDP_XL,412,w/o CCS,High,Low,Normal,High,High,High,Low,Low
DDP_XL,413,w/o CCS,High,Low,Normal,High,High,High,Low,High
DDP_XL,414,w/o CCS,High,Low,Normal,High,High,High,High,Low
DDP_XL,415,w/o CCS,High,Low,Normal,High,High,High,High,High
DDP_XL,416,w/o CCS,High,Low,Zero,Low,Low,Low,Low,Low
DDP_XL,417,w/o CCS,High,Low,Zero,Low,Low,Low,Low,High
DDP_XL,418,w/o CCS,High,Low,Zero,Low,Low,Low,High,Low
DDP_XL,419,w/o CCS,High,Low,Zero,Low,Low,Low,High,High
DDP_XL,420,w/o CCS,High,Low,Zero,Low,Low,High,Low,Low
DDP_XL,421,w/o CCS,High,Low,Zero,Low,Low,High,Low,High
DDP_XL,422,w/o CCS,High,Low,Zero,Low,Low,High,High,Low
DDP_XL,423,w/o CCS,High,Low,Zero,Low,Low,High,High,High
DDP_XL,424,w/o CCS,High,Low,Zero,Low,High,Low,Low,Low
DDP_XL,425,w/o CCS,High,Low,Zero,Low,High,Low,Low,High
DDP_XL,426,w/o CCS,High,Low,Zero,Low,High,Low,High,Low
DDP_XL,427,w/o CCS,High,Low,Zero,Low,High,Low,High,High
DDP_XL,428,w/o CCS,High,Low,Zero,Low,High,High,Low,Low
DDP_XL,429,w/o CCS,High,Low,Zero,Low,High,High,Low,High
DDP_XL,430,w/o CCS,High,Low,Zero,Low,High,High,High,Low
DDP_XL,431,w/o CCS,High,Low,Zero,Low,High,High,High,High
DDP_XL,432,w/o CCS,High,Low,Zero,High,Low,Low,Low,Low
DDP_XL,433,w/o CCS,High,Low,Zero,High,Low,Low,Low,High
DDP_XL,434,w/o CCS,High,Low,Zero,High,Low,Low,High,Low
DDP_XL,435,w/o CCS,High,Low,Zero,High,Low,Low,High,High
DDP_XL,436,w/o CCS,High,Low,Zero,High,Low,High,Low,Low
DDP_XL,437,w/o CCS,High,Low,Zero,High,Low,High,Low,High
DDP_XL,438,w/o CCS,High,Low,Zero,High,Low,High,High,Low
DDP_XL,439,w/o CCS,High,Low,Zero,High,Low,High,High,High
DDP_XL,440,w/o CCS,High,Low,Zero,High,High,Low,Low,Low
DDP_XL,441,w/o CCS,High,Low,Zero,High,High,Low,Low,High
DDP_XL,442,w/o CCS,High,Low,Zero,High,High,Low,High,Low
DDP_XL,443,w/o CCS,High,Low,Zero,High,High,Low,High,High
DDP_XL,444,w/o CCS,High,Low,Zero,High,High,High,Low,Low
DDP_XL,445,w/o CCS,High,Low,Zero,High,High,High,Low,High
DDP_XL,446,w/o CCS,High,Low,Zero,High,High,High,High,Low
DDP_XL,447,w/o CCS,High,Low,Zero,High,High,High,High,High
DDP_XL,448,w/o CCS,High,High,Normal,Low,Low,Low,Low,Low
DDP_XL,449,w/o CCS,High,High,Normal,Low,Low,Low,Low,High
DDP_XL,450,w/o CCS,High,High,Normal,Low,Low,Low,High,Low
DDP_XL,451,w/o CCS,High,High,Normal,Low,Low,Low,High,High
DDP_XL,452,w/o CCS,High,High,Normal,Low,Low,High,Low,Low
DDP_XL,453,w/o CCS,High,High,Normal,Low,Low,High,Low,High
DDP_XL,454,w/o CCS,High,High,Normal,Low,Low,High,High,Low
DDP_XL,455,w/o CCS,High,High,Normal,Low,Low,High,High,High
DDP_XL,456,w/o CCS,High,High,Normal,Low,High,Low,Low,Low
DDP_XL,457,w/o CCS,High,High,Normal,Low,High,Low,Low,High
DDP_XL,458,w/o CCS,High,High,Normal,Low,High,Low,High,Low
DDP_XL,459,w/o CCS,High,High,Normal,Low,High,Low,High,High
DDP_XL,460,w/o CCS,High,High,Normal,Low,High,High,Low,Low
DDP_XL,461,w/o CCS,High,High,Normal,Low,High,High,Low,High
DDP_XL,462,w/o CCS,High,High,Normal,Low,High,High,High,Low
DDP_XL,463,w/o CCS,High,High,Normal,Low,High,High,High,High
DDP_XL,464,w/o CCS,High,High,Normal,High,Low,Low,Low,Low
DDP_XL,465,w/o CCS,High,High,Normal,High,Low,Low,Low,High
DDP_XL,466,w/o CCS,High,High,Normal,High,Low,Low,High,Low
DDP_XL,467,w/o CCS,High,High,Normal,High,Low,Low,High,High
DDP_XL,468,w/o CCS,High,High,Normal,High,Low,High,Low,Low
DDP_XL,469,w/o CCS,High,High,Normal,High,Low,High,Low,High
DDP_XL,470,w/o CCS,High,High,Normal,High,Low,High,High,Low
DDP_XL,471,w/o CCS,High,High,Normal,High,Low,High,High,High
DDP_XL,472,w/o CCS,High,High,Normal,High,High,Low,Low,Low
DDP_XL,473,w/o CCS,High,High,Normal,High,High,Low,Low,High
DDP_XL,474,w/o CCS,High,High,Normal,High,High,Low,High,Low
DDP_XL,475,w/o CCS,High,High,Normal,High,High,Low,High,High
DDP_XL,476,w/o CCS,High,High,Normal,High,High,High,Low,Low
DDP_XL,477,w/o CCS,High,High,Normal,High,High,High,Low,High
DDP_XL,478,w/o CCS,High,High,Normal,High,High,High,High,Low
DDP_XL,479,w/o CCS,High,High,Normal,High,High,High,High,High
DDP_XL,480,w/o CCS,High,High,Zero,Low,Low,Low,Low,Low
DDP_XL,481,w/o CCS,High,High,Zero,Low,Low,Low,Low,High
DDP_XL,482,w/o CCS,High,High,Zero,Low,Low,Low,High,Low
DDP_XL,483,w/o CCS,High,High,Zero,Low,Low,Low,High,High
DDP_XL,484,w/o CCS,High,High,Zero,Low,Low,High,Low,Low
DDP_XL,485,w/o CCS,High,High,Zero,Low,Low,High,Low,High
DDP_XL,486,w/o CCS,High,High,Zero,Low,Low,High,High,Low
DDP_XL,487,w/o CCS,High,High,Zero,Low,Low,High,High,High
DDP_XL,488,w/o CCS,High,High,Zero,Low,High,Low,Low,Low
DDP_XL,489,w/o CCS,High,High,Zero,Low,High,Low,Low,High
DDP_XL,490,w/o CCS,High,High,Zero,Low,High,Low,High,Low
DDP_XL,491,w/o CCS,High,High,Zero,Low,High,Low,High,High
DDP_XL,492,w/o CCS,High,High,Zero,Low,High,High,Low,Low
DDP_XL,493,w/o CCS,High,High,Zero,Low,High,High,Low,High
DDP_XL,494,w/o CCS,High,High,Zero,Low,High,High,High,Low
DDP_XL,495,w/o CCS,High,High,Zero,Low,High,High,High,High
DDP_XL,496,w/o CCS,High,High,Zero,High,Low,Low,Low,Low
DDP_XL,497,w/o CCS,High,High,Zero,High,Low,Low,Low,High
DDP_XL,498,w/o CCS,High,High,Zero,High,Low,Low,High,Low
DDP_XL,499,w/o CCS,High,High,Zero,High,Low,Low,High,High
DDP_XL,500,w/o CCS,High,High,Zero,High,Low,High,Low,Low
DDP_XL,501,w/o CCS,High,High,Zero,High,Low,High,Low,High
DDP_XL,502,w/o CCS,High,High,Zero,High,Low,High,High,Low
DDP_XL,503,w/o CCS,High,High,Zero,High,Low,High,High,High
DDP_XL,504,w/o CCS,High,High,Zero,High,High,Low,Low,Low
DDP_XL,505,w/o CCS,High,High,Zero,High,High,Low,Low,High
DDP_XL,506,w/o CCS,High,High,Zero,High,High,Low,High,Low
DDP_XL,507,w/o CCS,High,High,Zero,High,High,Low,High,High
DDP_XL,508,w/o CCS,High,High,Zero,High,High,High,Low,Low
DDP_XL,509,w/o CCS,High,High,Zero,High,High,High,Low,High
DDP_XL,510,w/o CCS,High,High,Zero,High,High,High,High,Low
DDP_XL,511,w/o CCS,High,High,Zero,High,High,High,High,High
